,주소,토지이용상황,공시지가
663217,충청남도 당진시 합덕읍 신흥리 413-6,답,18700
114132,충청남도 공주시 유구읍 신달리 502-2,답,26700
493098,충청남도 서산시 운산면 원평리 94-12,전,24600
986494,충청남도 서천군 마서면 월포리 233-2,답,15600
862171,충청남도 금산군 추부면 서대리 237-1,과수원,28900
782376,충청남도 금산군 금산읍 음지리 83-4,답,24000
939124,충청남도 부여군 임천면 만사리 51-4,답,12600
391739,충청남도 아산시 신창면 황산리 18-3,답,31900
1163066,충청남도 홍성군 장곡면 광성리 1000-2,답,12600
420183,충청남도 서산시 대산읍 화곡리 250,전,53600
817654,충청남도 금산군 군북면 천을리 500-2,답,37200
748326,충청남도 당진시 우강면 공포리 30-14,답,16700
265742,충청남도 보령시 남포면 창동리 635-67,전,36300
686392,충청남도 당진시 고대면 장항리 750-5,답,13900
826882,충청남도 금산군 남일면 덕천리 240,답,16600
254131,충청남도 보령시 청소면 장곡리 358-17,답,13700
460429,충청남도 서산시 팔봉면 어송리 1573,답,16400
279964,충청남도 보령시 주산면 증산리 667-3,전,12500
692164,충청남도 당진시 고대면 옥현리 647-7,답,16700
780750,충청남도 금산군 금산읍 계진리 71-3,전,16300
1166587,충청남도 홍성군 장곡면 월계리 737-3,답,14400
751632,충청남도 당진시 우강면 대포리 15-1,답,16300
1380466,충청남도 태안군 근흥면 두야리 85-4,답,11200
537481,충청남도 논산시 연무읍 마전리 923,답,14500
979049,충청남도 서천군 서천읍 신송리 129-106,전,20800
670219,충청남도 당진시 송악읍 영천리 265,답,42200
214174,충청남도 보령시 웅천읍 대창리 6-9,답,32500
954798,충청남도 부여군 세도면 수고리 1159-5,답,12800
169229,충청남도 공주시 정안면 고성리 228,답,11700
372365,충청남도 아산시 선장면 군덕리 47-3,전,38500
697578,충청남도 당진시 석문면 삼화리 833-1,전,58900
990431,충청남도 서천군 마서면 도삼리 112,답,15600
723663,충청남도 당진시 정미면 수당리 333-2,전,18800
1061986,충청남도 청양군 운곡면 추광리 431,전,15100
863813,충청남도 부여군 부여읍 상금리 768-3,답,15300
1386208,충청남도 태안군 근흥면 용신리 842-136,전,30300
1179210,충청남도 홍성군 결성면 성호리 881,전,14300
1188025,충청남도 홍성군 서부면 궁리 828-5,답,12900
1056186,충청남도 청양군 운곡면 위라리 688,전,12000
733218,충청남도 당진시 면천면 송학리 282-2,전,42400
1348698,충청남도 태안군 안면읍 정당리 264-4,전,23000
933981,충청남도 부여군 양화면 시음리 340,전,12900
755077,충청남도 당진시 신평면 금천리 1012-1,전,90400
583809,충청남도 논산시 부적면 마구평리 321-9,답,24100
199724,충청남도 공주시 신풍면 쌍대리 91-5,전,15500
1427881,충청남도 당진시 고대면 옥현리 434-2,전,19700
1113638,충청남도 청양군 비봉면 방한리 239,전,16200
518795,충청남도 서산시 고북면 신정리 126-5,답,13900
854196,충청남도 금산군 복수면 지량리 70,답,20500
148131,충청남도 공주시 계룡면 경천리 113-4,전,49000
260923,충청남도 보령시 청라면 황룡리 191-1,답,15500
948249,충청남도 부여군 장암면 합곡리 135,답,12500
654795,충청남도 당진시 합덕읍 소소리 358-3,전,39500
1249816,충청남도 예산군 신양면 하천리 744-1,답,15900
990875,충청남도 서천군 마서면 도삼리 539-6,전,56800
745585,충청남도 당진시 우강면 송산리 110-5,답,19400
312223,충청남도 아산시 염치읍 대동리 224,답,34500
720071,충청남도 당진시 정미면 도산리 178,답,12900
769472,충청남도 당진시 송산면 당산리 569-5,답,24200
626546,충청남도 논산시 은진면 방축리 86-1,답,16600
406005,충청남도 서산시 석남동 324,전,89000
526117,충청남도 논산시 대교동 254-6,전,160300
882337,충청남도 부여군 규암면 부여두리 90-8,답,17500
652698,충청남도 당진시 합덕읍 운산리 340-5,전,59100
992147,충청남도 서천군 마서면 당선리 111-3,답,16100
466662,충청남도 서산시 지곡면 중왕리 686-44,답,12700
395649,충청남도 아산시 신창면 남성리 682,답,21400
631553,충청남도 논산시 은진면 남산리 597-5,전,29300
953682,충청남도 부여군 세도면 간대리 185-9,답,17400
904112,충청남도 부여군 구룡면 논티리 46,답,14100
821395,충청남도 금산군 군북면 상곡리 456-1,답,16900
120932,충청남도 공주시 유구읍 만천리 239-5,답,35900
77288,충청남도 천안시 서북구 성거읍 저리 195,답,122700
940118,충청남도 부여군 임천면 점리 402,답,17500
921815,충청남도 부여군 남면 내곡리 599-4,답,14400
211201,충청남도 보령시 남곡동 151,전,38500
385761,충청남도 아산시 도고면 오암리 38,전,19800
269424,충청남도 보령시 남포면 삼현리 1369-11,답,14300
100825,충청남도 공주시 오곡동 173-5,전,34700
465079,충청남도 서산시 지곡면 장현리 895,답,11600
1421964,충청남도 공주시 계룡면 월암리 164-5,전,38400
86264,충청남도 천안시 서북구 직산읍 상덕리 308-2,답,28400
132592,충청남도 공주시 탄천면 장선리 694-3,답,24900
1392391,충청남도 태안군 소원면 신덕리 658-1,전,24100
840289,충청남도 금산군 진산면 만악리 692-5,전,6320
891869,충청남도 부여군 은산면 장벌리 518,답,4290
466180,충청남도 서산시 지곡면 중왕리 205-10,전,26500
1418041,충청남도 태안군 이원면 포지리 331,전,20300
249972,충청남도 보령시 청소면 재정리 264-10,전,13800
568052,충청남도 논산시 노성면 하도리 19-1,전,22600
1340457,충청남도 태안군 태안읍 산후리 701-11,전,28700
1106261,충청남도 청양군 화성면 신정리 611-12,답,14600
730612,충청남도 당진시 면천면 자개리 772-3,전,29800
1123538,충청남도 홍성군 광천읍 담산리 448,전,17100
1134133,충청남도 홍성군 홍북읍 내덕리 264-4,답,37900
175557,충청남도 공주시 정안면 문천리 138-2,답,26000
575286,충청남도 논산시 상월면 지경리 2-2,답,34800
1229315,충청남도 예산군 삽교읍 상성리 298,답,43700
309330,충청남도 아산시 염치읍 석정리 568,답,30800
804224,충청남도 금산군 부리면 창평리 252,전,11300
1034071,충청남도 서천군 종천면 종천리 590,답,13900
139732,충청남도 공주시 계룡면 기산리 222-4,답,22600
1428277,충청남도 금산군 금산읍 계진리 165,답,28100
84169,충청남도 천안시 서북구 직산읍 판정리 101-31,과수원,116200
858463,충청남도 금산군 추부면 장대리 101-3,과수원,20800
873527,충청남도 부여군 규암면 반산리 72-4,전,86000
55567,충청남도 천안시 동남구 동면 행암리 167-1,전,21400
377181,충청남도 아산시 선장면 선창리 153-2,전,43100
120408,충청남도 공주시 유구읍 동해리 480,전,9970
161905,충청남도 공주시 의당면 청룡리 418-1,답,40500
70000,충청남도 천안시 서북구 성환읍 복모리 550-4,답,36100
1037060,충청남도 서천군 종천면 석촌리 115-2,전,17100
848879,충청남도 금산군 복수면 용진리 521,전,13600
1159719,충청남도 홍성군 홍동면 팔괘리 31-6,답,13400
550666,충청남도 논산시 성동면 원남리 1136-17,답,12200
1265085,충청남도 예산군 대흥면 상중리 413-21,답,55500
1360236,충청남도 태안군 안면읍 중장리 2388-2,답,11600
1018186,충청남도 서천군 시초면 선동리 603-1,전,16000
160509,충청남도 공주시 의당면 수촌리 309-7,답,117800
117311,충청남도 공주시 유구읍 추계리 336-1,답,22300
1234847,충청남도 예산군 대술면 화천리 240-1,답,17100
633046,충청남도 논산시 채운면 화산리 388-1,전,19200
717160,충청남도 당진시 대호지면 송전리 312-4,답,10100
1267444,충청남도 예산군 대흥면 대률리 118-2,전,24700
520055,충청남도 서산시 고북면 남정리 92-1,답,15300
1241791,충청남도 예산군 대술면 마전리 629-2,답,22300
840866,충청남도 금산군 진산면 엄정리 264,전,12300
445312,충청남도 서산시 부석면 봉락리 319-3,전,19300
408682,충청남도 서산시 양대동 113-1,답,40100
667620,충청남도 당진시 송악읍 봉교리 131,답,43200
465274,충청남도 서산시 지곡면 연화리 73,답,19400
1061841,충청남도 청양군 운곡면 추광리 251,답,12600
1295451,충청남도 예산군 고덕면 상몽리 748,전,23800
925210,충청남도 부여군 충화면 현미리 743-14,답,10600
370336,충청남도 아산시 인주면 도흥리 321,답,19400
407666,충청남도 서산시 예천동 1038-1,답,33300
1313922,충청남도 예산군 신암면 오산리 422,답,26200
918116,충청남도 부여군 남면 송학리 456-3,답,15300
1419165,충청남도 태안군 이원면 포지리 1286,답,9230
812687,충청남도 금산군 부리면 방우리 313,전,8450
124529,충청남도 공주시 이인면 발양리 219,전,13400
1306482,충청남도 예산군 신암면 두곡리 4-3,답,15400
904674,충청남도 부여군 구룡면 금사리 221-4,전,11200
237123,충청남도 보령시 천북면 하만리 804-4,답,20300
251568,충청남도 보령시 청소면 죽림리 928-30,답,14600
462588,충청남도 서산시 지곡면 화천리 631-1,답,50800
1005306,충청남도 서천군 기산면 광암리 199,전,11900
1299185,충청남도 예산군 고덕면 상궁리 181-5,답,11600
811052,충청남도 금산군 부리면 예미리 632-1,전,10800
1153413,충청남도 홍성군 홍동면 홍원리 1116-2,답,12700
856721,충청남도 금산군 추부면 마전리 279-2,답,42400
285764,충청남도 보령시 미산면 은현리 200,답,10000
807399,충청남도 금산군 부리면 양곡리 57,답,14800
44064,충청남도 천안시 동남구 수신면 발산리 198,전,48200
466747,충청남도 서산시 지곡면 중왕리 756,답,12400
556470,충청남도 논산시 광석면 중리 46-5,답,14900
516316,충청남도 서산시 고북면 초록리 151-1,전,21900
837951,충청남도 금산군 남이면 석동리 238-1,전,15200
1239716,충청남도 예산군 대술면 시산리 73,답,20900
334449,충청남도 아산시 음봉면 신정리 248-1,답,62000
162845,충청남도 공주시 의당면 가산리 77-1,전,45600
1414984,충청남도 태안군 이원면 관리 524,전,17600
550434,충청남도 논산시 성동면 원남리 1122-1,답,14600
832922,충청남도 금산군 남이면 건천리 11,답,4410
564515,충청남도 논산시 광석면 사월리 225-9,전,16500
705498,충청남도 당진시 석문면 난지도리 34,전,48100
692988,충청남도 당진시 고대면 항곡리 328-3,답,18800
1252171,충청남도 예산군 신양면 여래미리 282-2,전,15700
517655,충청남도 서산시 고북면 신상리 355-1,전,15000
1082795,충청남도 청양군 청남면 동강리 678-5,답,13700
2244,충청남도 천안시 동남구 유량동 263-1,전,260400
681480,충청남도 당진시 송악읍 가학리 216,전,84700
650398,충청남도 당진시 사기소동 129-5,답,25800
1148352,충청남도 홍성군 금마면 신곡리 276,전,22700
1366761,충청남도 태안군 고남면 고남리 69-13,전,48700
447698,충청남도 서산시 부석면 지산리 852,전,21800
640408,충청남도 계룡시 엄사면 광석리 1,답,29600
991962,충청남도 서천군 마서면 산내리 608-2,답,15600
697444,충청남도 당진시 석문면 삼화리 741-19,전,65100
981261,충청남도 서천군 서천읍 두왕리 279-2,전,15900
606157,충청남도 논산시 벌곡면 어곡리 351,전,18600
1389232,충청남도 태안군 근흥면 가의도리 388-3,전,22600
985697,충청남도 서천군 마서면 죽산리 25-2,답,15300
823679,충청남도 금산군 남일면 마장리 1-1,전,5970
692189,충청남도 당진시 고대면 옥현리 687,답,20900
1297102,충청남도 예산군 고덕면 오추리 185-2,전,23400
1220799,충청남도 예산군 삽교읍 평촌리 173-1,전,51700
26076,충청남도 천안시 동남구 광덕면 무학리 343-2,답,26400
958297,충청남도 부여군 석성면 봉정리 470-12,답,14100
399174,충청남도 아산시 신창면 가내리 965,답,19600
722612,충청남도 당진시 정미면 덕삼리 402,전,26700
1394508,충청남도 태안군 소원면 소근리 311-5,전,20300
772649,충청남도 당진시 송산면 명산리 306-2,답,23100
347186,충청남도 아산시 둔포면 관대리 355,답,40600
1081274,충청남도 청양군 청남면 지곡리 291-5,답,16400
881875,충청남도 부여군 규암면 석우리 95-3,전,41400
1354368,충청남도 태안군 안면읍 창기리 1250,답,45400
1031033,충청남도 서천군 판교면 복대리 227,전,11400
763744,충청남도 당진시 신평면 신당리 676-1,답,16600
536584,충청남도 논산시 연무읍 마전리 267-2,답,20200
320063,충청남도 아산시 배방읍 구령리 432-1,답,114600
146198,충청남도 공주시 계룡면 하대리 163-7,전,28200
945105,충청남도 부여군 장암면 정암리 319-1,답,8430
1033334,충청남도 서천군 종천면 종천리 123,전,13700
1205649,충청남도 홍성군 구항면 공리 457-2,전,34000
1191925,충청남도 홍성군 서부면 신리 379-1,전,15600
140157,충청남도 공주시 계룡면 기산리 504,답,34700
988009,충청남도 서천군 마서면 옥북리 477-5,전,11800
1006496,충청남도 서천군 한산면 성외리 12-1,전,21100
484140,충청남도 서산시 음암면 문양리 140-7,답,13900
1064691,충청남도 청양군 대치면 작천리 117,전,22500
681501,충청남도 당진시 송악읍 가학리 223-23,전,78000
108885,충청남도 공주시 동현동 47-1,전,93400
